continent,ingredient,prevalence,count
Asia,Basil,0.06018614270941055,291.0
Asia,Carrot,0.0655635987590486,317.0
Asia,Cayenne,0.14022750775594622,678.0
Asia,Cilantro,0.06370217166494313,308.00000000000006
Asia,Cucumber,0.040744570837642186,196.99999999999997
Asia,Fish,0.048190279214064116,233.0
Asia,Garlic,0.3042399172699069,1470.9999999999998
Asia,Lettuce,0.02068252326783868,100.00000000000001
Asia,Lime_juice,0.03412616339193381,164.99999999999997
Asia,Mint,0.029576008273009307,143.0
Asia,Olive_oil,0.16504653567735264,798.0
Asia,Rice,0.07921406411582213,383.0
Asia,Seed,0.03019648397104447,146.0
Asia,Shiitake,0.004343329886246122,20.999999999999996
Asia,Shrimp,0.031023784901758014,150.0
Asia,Vinegar,0.14415718717683554,696.9999999999998
Asia,Black_pepper,0.1547052740434333,748.0
Asia,Onion,0.31830403309203725,1539.0000000000002
Asia,Soy_sauce,0.05853154084798345,282.99999999999994
Asia,Thai_pepper,0.0062047569803516025,29.999999999999996
Asia,Bean,0.03474663908996898,168.00000000000003
Asia,Beef_broth,0.01158221302998966,56.0
Asia,Ginger,0.09596690796277146,464.0
Asia,Lime,0.027300930713547045,131.99999999999997
Asia,Pea,0.023371251292657703,112.99999999999999
Asia,Roasted_beef,0.005170630816959669,25.0
Asia,Shallot,0.018407445708376418,88.99999999999999
Asia,Vegetable_oil,0.20889348500517066,1010.0000000000001
Asia,Coriander,0.05873836608066184,284.0
Asia,Lemon,0.05563598759048604,269.0
Asia,Peanut,0.015511892450879009,75.00000000000001
Asia,Scallion,0.07094105480868666,343.0
Asia,Beef,0.07631851085832471,368.99999999999994
Asia,Lemongrass,0.010548086866597724,50.99999999999999
Asia,Root,0.0014477766287487074,7.0
Asia,Sesame_oil,0.0157187176835574,76.00000000000001
Asia,Chicken,0.1110651499482937,537.0
Asia,Oregano,0.0452947259565667,219.0
Asia,Pineapple,0.032885211995863486,158.99999999999994
Asia,Tomato,0.16339193381592554,790.0
Asia,Bread,0.07300930713547052,352.99999999999994
Asia,Butter,0.3530506721820062,1707.0
Asia,Egg,0.3536711478800414,1710.0000000000002
Asia,Lard,0.056670113753877975,274.0
Asia,Mushroom,0.05356773526370217,259.0
Asia,Pork,0.03329886246122027,161.0
Asia,Wheat,0.34146845915201657,1651.0
Asia,Mango,0.01344364012409514,65.0
Asia,Chicken_broth,0.06639089968976215,321.0
Asia,Coconut,0.04777662874870734,231.0
Asia,Cumin,0.08521199586349534,412.0
Asia,Fenugreek,0.031644260599793174,153.0
Asia,Pepper,0.17394002068252326,841.0
Asia,Turmeric,0.054601861427094105,264.0
Asia,Cane_molasses,0.1340227507755946,648.0
Asia,Cinnamon,0.11044467425025853,534.0
Asia,Cream,0.16773526370217168,811.0000000000001
Asia,Milk,0.2324715615305067,1123.9999999999998
Asia,Milk_fat,0.015511892450879009,75.00000000000001
Asia,Nutmeg,0.046742502585315406,225.99999999999997
Asia,Pumpkin,0.013857290589451914,67.0
Asia,Roasted_peanut,0.009927611168562564,48.0
Asia,Bell_pepper,0.11458117890382627,554.0
Asia,Cabbage,0.015925542916235783,77.00000000000001
Asia,Macaroni,0.043433298862461216,209.99999999999997
Asia,Wine,0.01944157187176836,94.00000000000001
Asia,Mung_bean,0.0008273009307135469,3.9999999999999996
Asia,Soybean,0.013650465356773526,66.0
Asia,Oyster,0.0045501551189245076,21.999999999999993
Asia,Sherry,0.01902792140641158,92.0
Asia,Watercress,0.002068252326783868,10.0
Asia,Catfish,0.0008273009307135469,3.9999999999999996
Asia,Dill,0.01964839710444674,94.99999999999999
Asia,Yeast,0.059358841778697,287.0
Asia,Green_bell_pepper,0.05129265770423992,248.00000000000003
Asia,Turkey,0.013650465356773526,66.0
Asia,Orange,0.03536711478800414,171.0
Asia,Star_anise,0.0033092037228541877,15.999999999999998
Asia,White_wine,0.03784901758014478,183.0
Asia,Radish,0.004963805584281282,24.0
Asia,Tamarind,0.03350568769389865,162.0
Asia,Crab,0.012616339193381593,61.0
Asia,Starch,0.040951396070320584,198.00000000000003
Asia,Corn,0.07259565667011375,351.0
Asia,Brussels_sprout,0.0008273009307135469,3.9999999999999996
Asia,Mandarin_peel,0.00020682523267838678,1.0
Asia,Sesame_seed,0.01158221302998966,56.0
Asia,Grapefruit,0.0022750775594622538,10.999999999999996
Asia,Pecan,0.039710444674250264,192.00000000000003
Asia,Papaya,0.0014477766287487074,7.0
Asia,Lemon_juice,0.09245087900723888,446.99999999999994
Asia,Meat,0.01344364012409514,65.0
Asia,Peanut_oil,0.005377456049638056,26.0
Asia,Banana,0.017786970010341262,86.0
Asia,Palm,0.0006204756980351603,3.0
Asia,Sweet_potato,0.00951396070320579,46.0
Asia,Tea,0.001861427094105481,9.0
Asia,Squid,0.0014477766287487074,7.0
Asia,Tabasco_pepper,0.016546018614270942,80.0
Asia,Bone_oil,0.00041365046535677346,1.9999999999999998
Asia,Pork_liver,0.00020682523267838678,1.0
Asia,Black_mustard_seed_oil,0.002895553257497415,14.0
Asia,Coconut_oil,0.0006204756980351603,3.0
Asia,Almond,0.044881075491209926,217.0
Asia,Cardamom,0.013650465356773526,66.0
Asia,Cashew,0.0062047569803516025,29.999999999999996
Asia,Raisin,0.039710444674250264,192.00000000000003
Asia,Saffron,0.011168562564632886,54.0
Asia,Okra,0.001861427094105481,9.0
Asia,Savory,0.0022750775594622538,10.999999999999996
Asia,Yogurt,0.03350568769389865,162.0
Asia,Lamb,0.007238883143743538,35.00000000000001
Asia,Bay,0.02916235780765253,141.0
Asia,Celery,0.06204756980351603,300.0
Asia,Vegetable,0.01695966907962771,81.99999999999999
Asia,Buttermilk,0.023371251292657703,112.99999999999999
Asia,Cauliflower,0.007445708376421924,36.0
Asia,Potato,0.059152016546018614,286.0
Asia,Barley,0.003722854188210962,18.0
Asia,Chicory,0.0014477766287487074,7.0
Asia,Feta_cheese,0.00765253360910031,37.0
Asia,Parsley,0.09720785935884177,469.99999999999994
Asia,Pear,0.00765253360910031,37.0
Asia,Walnut,0.04901758014477766,237.0
Asia,Lentil,0.00765253360910031,37.0
Asia,Zucchini,0.018407445708376418,88.99999999999999
Asia,Coffee,0.007445708376421924,36.0
Asia,Apple,0.04426059979317477,214.0
Asia,Caraway,0.0033092037228541877,15.999999999999998
Asia,Cider,0.01944157187176836,94.00000000000001
Asia,Grape,0.00703205791106515,34.0
Asia,Vanilla,0.1580144777662875,764.0
Asia,Orange_juice,0.03412616339193381,164.99999999999997
Asia,Apricot,0.009720785935884178,47.0
Asia,Lime_peel_oil,0.0012409513960703205,6.0
Asia,Mustard,0.06845915201654602,331.0
Asia,Honey,0.04198552223371251,203.0
Asia,Pistachio,0.004343329886246122,20.999999999999996
Asia,Strawberry,0.01964839710444674,94.99999999999999
Asia,Cream_cheese,0.05294725956566701,256.0
Asia,Chickpea,0.011168562564632886,54.0
Asia,Mace,0.0022750775594622538,10.999999999999996
Asia,Watermelon,0.0022750775594622538,10.999999999999996
Asia,Cocoa,0.08148914167528439,394.0
Asia,Chive,0.02295760082730093,111.0
Asia,Thyme,0.043433298862461216,209.99999999999997
Asia,Kiwi,0.002688728024819028,13.0
Asia,Currant,0.003722854188210962,18.0
Asia,Peach,0.008686659772492245,42.00000000000001
Asia,Anise_seed,0.0014477766287487074,7.0
Asia,Clam,0.008273009307135471,40.0
Asia,Passion_fruit,0.0006204756980351603,3.0
Asia,Rum,0.010134436401240952,49.0
Asia,Salmon,0.007445708376421924,36.0
Asia,Broccoli,0.016546018614270942,80.0
Asia,Orange_peel,0.007859358841778697,38.0
Asia,Fennel,0.010341261633919338,50.0
Asia,Celery_oil,0.01799379524301965,87.0
Asia,Scallop,0.004963805584281282,24.0
Asia,Beet,0.003516028955532575,17.0
Asia,Date,0.007238883143743538,35.00000000000001
Asia,Parmesan_cheese,0.0452947259565667,219.0
Asia,Lemon_peel,0.008686659772492245,42.00000000000001
Asia,Sunflower_oil,0.0006204756980351603,3.0
Asia,Prawn,0.002068252326783868,10.0
Asia,Galanga,0.0022750775594622538,10.999999999999996
Asia,Melon,0.00392967942088935,19.000000000000004
Asia,Wheat_bread,0.001034126163391934,5.0
Asia,Berry,0.0033092037228541877,15.999999999999998
Asia,Bitter_orange,0.0012409513960703205,6.0
Asia,Blackberry,0.002688728024819028,13.0
Asia,Blueberry,0.00951396070320579,46.0
Asia,Brandy,0.007238883143743538,35.00000000000001
Asia,Gelatin,0.028748707342295763,139.0
Asia,Raspberry,0.01344364012409514,65.0
Asia,Peppermint,0.00392967942088935,19.000000000000004
Asia,Jasmine,0.00041365046535677346,1.9999999999999998
Asia,Asparagus,0.007859358841778697,38.0
Asia,Black_tea,0.0012409513960703205,6.0
Asia,Leek,0.005584281282316443,27.0
Asia,Red_wine,0.020889348500517064,101.0
Asia,Whole_grain_wheat_flour,0.013857290589451914,67.0
Asia,Cheese,0.043640124095139614,211.00000000000003
Asia,Brassica,0.0012409513960703205,6.0
Asia,Goat_cheese,0.003722854188210962,18.0
Asia,Squash,0.009720785935884178,47.0
Asia,Cherry,0.01861427094105481,90.0
Asia,Grape_juice,0.0140641158221303,68.0
Asia,Kidney_bean,0.008686659772492245,42.00000000000001
Asia,Nut,0.01902792140641158,92.0
Asia,Lobster,0.00392967942088935,19.000000000000004
Asia,Yam,0.001034126163391934,5.0
Asia,Rose,0.0031023784901758012,14.999999999999998
Asia,Rosemary,0.028335056876938988,137.0
Asia,Plum,0.005170630816959669,25.0
Asia,Kale,0.0022750775594622538,10.999999999999996
Asia,Olive,0.028748707342295763,139.0
Asia,Quince,0.0008273009307135469,3.9999999999999996
Asia,Black_bean,0.004136504653567736,20.0
Asia,Pimento,0.005584281282316443,27.0
Asia,Smoke,0.009927611168562564,48.0
Asia,Tarragon,0.007238883143743538,35.00000000000001
Asia,Mussel,0.0022750775594622538,10.999999999999996
Asia,Ham,0.024612202688728026,119.0
Asia,Truffle,0.0006204756980351603,3.0
Asia,Endive,0.0016546018614270938,7.999999999999999
Asia,Hazelnut,0.004343329886246122,20.999999999999996
Asia,White_bread,0.0062047569803516025,29.999999999999996
Asia,Tomato_juice,0.004136504653567736,20.0
Asia,Pork_sausage,0.025439503619441573,123.0
Asia,Cod,0.002068252326783868,10.0
Asia,Armagnac,0.00020682523267838678,1.0
Asia,Champagne_wine,0.001034126163391934,5.0
Asia,Avocado,0.00703205791106515,34.0
Asia,Beer,0.00392967942088935,19.000000000000004
Asia,Blue_cheese,0.006411582213029989,31.0
Asia,Turnip,0.002895553257497415,14.0
Asia,Octopus,0.00041365046535677346,1.9999999999999998
Asia,Tuna,0.008066184074457083,39.0
Asia,Cured_pork,0.00392967942088935,19.000000000000004
Asia,Fig,0.002895553257497415,14.0
Asia,Bacon,0.03453981385729059,167.0
Asia,Veal,0.0012409513960703205,6.0
Asia,Cassava,0.0016546018614270938,7.999999999999999
Asia,Sage,0.014270941054808688,69.0
Asia,Smoked_sausage,0.004343329886246122,20.999999999999996
Asia,Lima_bean,0.002688728024819028,13.0
Asia,Guava,0.00020682523267838678,1.0
Asia,Artichoke,0.005997931747673217,29.000000000000007
Asia,Lovage,0.0033092037228541877,15.999999999999998
Asia,Romano_cheese,0.0045501551189245076,21.999999999999993
Asia,Marjoram,0.009307135470527405,45.0
Asia,Grape_brandy,0.00020682523267838678,1.0
Asia,Porcini,0.001034126163391934,5.0
Asia,Corn_flake,0.004136504653567736,20.0
Asia,Sour_cherry,0.00020682523267838678,1.0
Asia,Seaweed,0.0022750775594622538,10.999999999999996
Asia,Cacao,0.0006204756980351603,3.0
Asia,Anise,0.002068252326783868,10.0
Asia,Egg_noodle,0.005170630816959669,25.0
Asia,Cottage_cheese,0.0031023784901758012,14.999999999999998
Asia,Horseradish,0.005997931747673217,29.000000000000007
Asia,Cranberry,0.01923474663908997,93.0
Asia,Chicken_liver,0.001034126163391934,5.0
Asia,Fruit,0.008066184074457083,39.0
Asia,Maple_syrup,0.008686659772492245,42.00000000000001
Europe,Vegetable_oil,0.1957773512476008,1530.0000000000002
Europe,Wheat,0.3777351247600768,2952.0000000000005
Europe,Yeast,0.05732565579014715,448.0
Europe,Bay,0.03608445297504798,282.0
Europe,Bean,0.043506078055022386,339.99999999999994
Europe,Cayenne,0.1621241202815099,1267.0
Europe,Cumin,0.06999360204734485,547.0
Europe,Lemon_juice,0.09238643634037108,722.0
Europe,Lettuce,0.022392834293026232,175.0
Europe,Olive_oil,0.1581573896353167,1236.0
Europe,Onion,0.327319257837492,2558.0
Europe,Parsley,0.09891234804862443,773.0
Europe,Bone_oil,0.0015355086372360845,12.0
Europe,Carrot,0.06269993602047345,490.00000000000006
Europe,Celery,0.06973768394113884,545.0
Europe,Chicken,0.09712092130518234,759.0
Europe,Dill,0.021625079974408188,169.0
Europe,Kohlrabi,0.00038387715930902113,3.0
Europe,Parsnip,0.0029430582213691623,23.000000000000004
Europe,Pepper,0.16596289187460012,1297.0
Europe,Rutabaga,0.0005118362124120282,4.0
Europe,Turnip,0.004222648752399232,33.0
Europe,Zucchini,0.019193857965451054,150.0
Europe,Black_pepper,0.16596289187460012,1297.0
Europe,Egg,0.3943698016634677,3082.0
Europe,Lamb,0.007165706973768394,56.0
Europe,Mint,0.017146513115802942,134.0
Europe,Nut,0.016634676903390915,130.0
Europe,Tomato,0.18259756877799105,1427.0
Europe,Turmeric,0.01727447216890595,135.0
Europe,Butter,0.3797824696097249,2968.0
Europe,Cream,0.2037108125399872,1592.0
Europe,Marjoram,0.008701215611004478,68.0
Europe,Mushroom,0.05579014715291107,436.0
Europe,Potato,0.06474728087012156,506.0
Europe,Rosemary,0.028278950735764558,221.00000000000003
Europe,Cocoa,0.08777991042866283,686.0
Europe,Lard,0.05783749200255917,451.99999999999994
Europe,Vanilla,0.16468330134357007,1287.0
Europe,Cinnamon,0.09635316698656428,752.9999999999999
Europe,Milk,0.2289187460012796,1789.0
Europe,Milk_fat,0.02328854766474728,182.0
Europe,Leek,0.014075495841330775,110.0
Europe,Pear,0.007933461292386436,61.99999999999999
Europe,Vegetable,0.019321817018554063,151.0
Europe,Beet,0.00473448496481126,37.0
Europe,Grape_juice,0.011516314779270634,90.0
Europe,Horseradish,0.007037747920665387,55.0
Europe,Apricot,0.013179782469609724,102.99999999999999
Europe,Cream_cheese,0.05476647472808701,428.0
Europe,Raisin,0.031349968010236734,245.00000000000009
Europe,Walnut,0.050799744081893784,396.99999999999994
Europe,Saffron,0.003710812539987204,28.999999999999996
Europe,Chickpea,0.0049904030710172746,39.0
Europe,Cilantro,0.05182341650671785,405.0
Europe,Cod,0.0028150991682661546,22.0
Europe,Lemon,0.05182341650671785,405.0
Europe,Seed,0.02405630198336532,187.99999999999997
Europe,Chive,0.027767114523352527,217.0
Europe,Fennel,0.018426103646833013,144.0
Europe,Fish,0.035188739603326934,275.0
Europe,Smoke,0.009596928982725529,75.00000000000001
Europe,Apple,0.04785668586052464,374.00000000000006
Europe,Sage,0.015866922584772868,123.99999999999996
Europe,Sweet_potato,0.008061420345489444,63.00000000000001
Europe,Yam,0.0016634676903390913,12.999999999999998
Europe,Cane_molasses,0.12859884836852206,1004.9999999999999
Europe,Red_wine,0.026999360204734486,211.0
Europe,Salmon,0.008829174664107486,69.0
Europe,Smoked_salmon,0.0029430582213691623,23.000000000000004
Europe,Vinegar,0.13294945617402432,1039.0
Europe,White_wine,0.04069097888675624,318.0
Europe,Chicken_broth,0.06845809341010876,535.0
Europe,Beef,0.0818937939859245,640.0
Europe,Cucumber,0.028662827895073576,224.0
Europe,Garlic,0.290722968650032,2272.0
Europe,Roasted_beef,0.003838771593090211,30.0
Europe,Ginger,0.052463211772232884,410.0
Europe,Sherry,0.011388355726167629,89.00000000000001
Europe,Honey,0.04158669225847729,325.0
Europe,Lemon_peel,0.013179782469609724,102.99999999999999
Europe,Scallion,0.0690978886756238,540.0
Europe,Brandy,0.01253998720409469,98.0
Europe,Coriander,0.0272552783109405,213.0
Europe,Coffee,0.014331413947536788,112.0
Europe,Orange_juice,0.03147792706333973,246.0
Europe,Pecan,0.03736404350607805,291.99999999999994
Europe,Cardamom,0.005246321177223289,41.0
Europe,Maple_syrup,0.007677543186180422,60.0
Europe,Orange,0.0345489443378119,270.0
Europe,Starch,0.04081893793985925,319.00000000000006
Europe,Bread,0.08227767114523353,643.0
Europe,Green_bell_pepper,0.05169545745361484,404.0
Europe,Soybean,0.00818937939859245,64.0
Europe,Bell_pepper,0.10287907869481766,804.0
Europe,Oregano,0.05898912348048625,461.00000000000006
Europe,Sumac,0.00012795905310300704,1.0
Europe,Thyme,0.06833013435700576,534.0
Europe,Turkey,0.01625079974408189,126.99999999999997
Europe,Rice,0.049904030710172735,389.99999999999994
Europe,Date,0.006269993602047345,49.0
Europe,Fig,0.0029430582213691623,23.000000000000004
Europe,Shallot,0.03672424824056302,287.0
Europe,Beer,0.005246321177223289,41.0
Europe,Egg_noodle,0.005630198336532309,44.0
Europe,Mozzarella_cheese,0.01253998720409469,98.0
Europe,Olive,0.03659628918746001,286.0
Europe,Veal,0.005758157389635317,45.0
Europe,Hazelnut,0.005630198336532309,44.0
Europe,Almond,0.042354446577095334,331.00000000000006
Europe,Basil,0.05604606525911708,438.0
Europe,Mustard,0.07613563659628919,595.0
Europe,Tabasco_pepper,0.018682021753039027,146.0
Europe,Cranberry,0.015355086372360844,120.0
Europe,Parmesan_cheese,0.03877159309021113,303.0
Europe,Lime_juice,0.03710812539987205,290.00000000000006
Europe,Asparagus,0.0063979526551503525,50.00000000000001
Europe,Squash,0.009596928982725529,75.00000000000001
Europe,Cottage_cheese,0.006781829814459373,53.0
Europe,Lemongrass,0.008317338451695458,65.0
Europe,Root,0.002687140115163148,21.0
Europe,Plum,0.006525911708253359,51.0
Europe,Orange_peel,0.01164427383237364,91.0
Europe,Corn,0.09724888035828536,760.0
Europe,Pistachio,0.00473448496481126,37.0
Europe,Cheese,0.061676263595649386,481.99999999999994
Europe,Caraway,0.00345489443378119,27.0
Europe,Blackberry,0.0033269353806781826,25.999999999999996
Europe,Wine,0.01599488163787588,125.0
Europe,Tea,0.002303262955854127,18.000000000000004
Europe,Mace,0.0014075495841330773,11.0
Europe,Clove,0.0002559181062060141,2.0
Europe,Rum,0.011132437619961612,87.0
Europe,Rye_flour,0.003071017274472169,24.0
Europe,Anise_seed,0.002303262955854127,18.000000000000004
Europe,Raspberry,0.015227127319257837,119.0
Europe,Coconut,0.0345489443378119,270.0
Europe,Pea,0.015866922584772868,123.99999999999996
Europe,Barley,0.003966730646193218,30.999999999999996
Europe,Beef_broth,0.009341010876519514,73.0
Europe,Porcini,0.0021753039027511195,17.0
Europe,Peach,0.008573256557901471,67.0
Europe,Chicken_liver,0.0011516314779270633,9.0
Europe,Strawberry,0.01957773512476008,153.00000000000003
Europe,Meat,0.019961612284069098,156.0
Europe,Liver,0.0008957133717210493,7.0
Europe,Flower,0.0010236724248240564,8.0
Europe,Fruit,0.00780550223928343,61.0
Europe,Fenugreek,0.01471529110684581,115.0
Europe,Sunflower_oil,0.00012795905310300704,1.0
Europe,Macaroni,0.038899552143314135,303.99999999999994
Europe,Sesame_seed,0.006525911708253359,51.0
Europe,Artichoke,0.007037747920665387,55.0
Europe,Nutmeg,0.04312220089571337,337.0
Europe,Yogurt,0.01164427383237364,91.0
Europe,Buckwheat,0.0006397952655150353,5.000000000000001
Europe,Whiskey,0.0017914267434420985,14.0
Europe,Broccoli,0.01215611004478567,95.0
Europe,Leaf,0.0006397952655150353,5.000000000000001
Europe,Watercress,0.003071017274472169,24.0
Europe,Rhubarb,0.0031989763275751763,25.000000000000004
Europe,Avocado,0.0163787587971849,128.0
Europe,Cherry,0.01957773512476008,153.00000000000003
Europe,Currant,0.0033269353806781826,25.999999999999996
Europe,Mandarin,0.004606525911708253,36.0
Europe,Cauliflower,0.003838771593090211,30.0
Europe,Shiitake,0.003582853486884197,28.0
Europe,Tarragon,0.011388355726167629,89.00000000000001
Europe,Feta_cheese,0.0090850927703135,71.0
Europe,Cabbage,0.014075495841330775,110.0
Europe,Banana,0.018170185540627,142.0
Europe,Chicory,0.0028150991682661546,22.0
Europe,Corn_flake,0.0031989763275751763,25.000000000000004
Europe,Endive,0.0029430582213691623,23.000000000000004
Europe,Cabernet_sauvignon_wine,0.0006397952655150353,5.000000000000001
Europe,Lima_bean,0.003071017274472169,24.0
Europe,Quince,0.0005118362124120282,4.0
Europe,Cider,0.02034548944337812,159.0
Europe,Mango,0.007293666026871402,57.00000000000001
Europe,Citrus,0.0020473448496481127,16.0
Europe,Pineapple,0.029174664107485607,228.00000000000003
Europe,Pumpkin,0.01202815099168266,93.99999999999999
Europe,Whole_grain_wheat_flour,0.010364683301343571,81.00000000000001
Europe,Orange_flower,0.0006397952655150353,5.000000000000001
Europe,Radish,0.005246321177223289,41.0
Europe,Pork,0.028918746001279586,225.99999999999997
Europe,Champagne_wine,0.002559181062060141,20.000000000000004
Europe,Truffle,0.0016634676903390913,12.999999999999998
Europe,Lobster,0.0028150991682661546,22.0
Europe,Clam,0.007421625079974408,57.99999999999999
Europe,Mussel,0.003710812539987204,28.999999999999996
Europe,Anise,0.004350607805502239,34.0
Europe,Scallop,0.00601407549584133,46.99999999999999
Europe,Lavender,0.0029430582213691623,23.000000000000004
Europe,Savory,0.0028150991682661546,22.0
Europe,Ham,0.02034548944337812,159.0
Europe,Kidney_bean,0.010620601407549585,83.0
Europe,Tuna,0.00818937939859245,64.0
Europe,Bacon,0.038003838771593086,296.99999999999994
Europe,White_bread,0.006142034548944338,48.0
Europe,Cognac,0.00473448496481126,37.0
Europe,Armagnac,0.0007677543186180423,6.0
Europe,Swiss_cheese,0.010492642354446578,82.0
Europe,Bitter_orange,0.0033269353806781826,25.999999999999996
Europe,Grape,0.005758157389635317,45.0
Europe,Gelatin,0.024440179142674344,191.0
Europe,Apple_brandy,0.0017914267434420985,14.0
Europe,Goat_cheese,0.005246321177223289,41.0
Europe,Chervil,0.003071017274472169,24.0
Europe,Crab,0.00946896992962252,74.0
Europe,Gruyere_cheese,0.002687140115163148,21.0
Europe,Blue_cheese,0.006142034548944338,48.0
Europe,Oyster,0.0029430582213691623,23.000000000000004
Europe,Octopus,0.00012795905310300704,1.0
Europe,Papaya,0.0007677543186180423,6.0
Europe,Caviar,0.00038387715930902113,3.0
Europe,Soy_sauce,0.03160588611644274,247.0
Europe,Peanut_oil,0.004606525911708253,36.0
Europe,Lime,0.02712731925783749,212.0
Europe,Black_bean,0.013563659628918746,106.0
Europe,Oat,0.02098528470889316,164.00000000000003
Europe,Buttermilk,0.02712731925783749,212.0
Europe,Pork_sausage,0.02584772872680742,202.0
Europe,Star_anise,0.0015355086372360845,12.0
Europe,Shrimp,0.02802303262955854,219.0
Europe,Roquefort_cheese,0.0010236724248240564,8.0
Europe,Celery_oil,0.015866922584772868,123.99999999999996
Europe,Cured_pork,0.003838771593090211,30.0
Europe,Grapefruit,0.001919385796545105,14.999999999999996
Europe,Tangerine,0.0007677543186180423,6.0
Europe,Cheddar_cheese,0.06423544465770953,501.99999999999994
Europe,Lentil,0.003966730646193218,30.999999999999996
Europe,Mutton,0.00012795905310300704,1.0
Europe,Smoked_sausage,0.003838771593090211,30.0
Europe,Berry,0.002431222008957134,19.0
Europe,Camembert_cheese,0.0007677543186180423,6.0
Europe,Salmon_roe,0.0007677543186180423,6.0
Europe,Pear_brandy,0.00038387715930902113,3.0
Europe,Juniper_berry,0.0011516314779270633,9.0
Europe,Sauerkraut,0.0017914267434420985,14.0
Europe,Bourbon_whiskey,0.003710812539987204,28.999999999999996
Europe,Lingonberry,0.0005118362124120282,4.0
Europe,Wood,0.00038387715930902113,3.0
Europe,Brussels_sprout,0.0011516314779270633,9.0
Europe,Sour_cherry,0.0010236724248240564,8.0
Europe,Popcorn,0.0016634676903390913,12.999999999999998
Europe,Tamarind,0.027511196417146517,215.00000000000003
Europe,Kumquat,0.0002559181062060141,2.0
Europe,Blueberry,0.00780550223928343,61.0
Europe,Cherry_brandy,0.0010236724248240564,8.0
Europe,Cashew,0.0029430582213691623,23.000000000000004
Europe,Nectarine,0.0007677543186180423,6.0
Europe,Rose,0.0006397952655150353,5.000000000000001
Europe,Black_currant,0.0002559181062060141,2.0
Europe,Bergamot,0.00012795905310300704,1.0
Europe,Bartlett_pear,0.0007677543186180423,6.0
Europe,Pork_liver,0.00012795905310300704,1.0
Europe,Port_wine,0.00038387715930902113,3.0
Europe,Litchi,0.00038387715930902113,3.0
Europe,Brown_rice,0.005502239283429303,43.00000000000001
Europe,Seaweed,0.0007677543186180423,6.0
Europe,Chamomile,0.00012795905310300704,1.0
Europe,Munster_cheese,0.0006397952655150353,5.000000000000001
Europe,Kiwi,0.0015355086372360845,12.0
Europe,Melon,0.0017914267434420985,14.0
Europe,Romano_cheese,0.0017914267434420985,14.0
Europe,Brassica,0.0012795905310300705,10.000000000000002
Europe,Kale,0.0012795905310300705,10.000000000000002
Europe,Oatmeal,0.0010236724248240564,8.0
Europe,Beef_liver,0.00012795905310300704,1.0
Europe,Corn_grit,0.0031989763275751763,25.000000000000004
Europe,Sheep_cheese,0.00012795905310300704,1.0
Europe,Cassava,0.00038387715930902113,3.0
Europe,Pimento,0.005758157389635317,45.0
Europe,Palm,0.0021753039027511195,17.0
Europe,Roasted_peanut,0.0029430582213691623,23.000000000000004
Europe,Peanut,0.007037747920665387,55.0
